source_file,keypoint_index,keypoint,best_match_sentence,best_match_score,best_match_author,best_match_sentence_id,best_match_filename,similarity_method
7086f19b8538427298d19fca51447521.csv,2,""",
    ""Personal struggles and community observations fuel the vision to prevent others from feeling isolated or hopeless","I dont want others to feel that kind of isolation or hopelessness when their potential is limitless.
The journey so far?",0.5518,USER,10,7086f19b8538427298d19fca51447521.csv,sentence-bert
7086f19b8538427298d19fca51447521.csv,3,""",
    ""The journey involves overcoming financial challenges, burnout, and self-doubt while gaining experience and making connections","I dont want others to feel that kind of isolation or hopelessness when their potential is limitless.
The journey so far?",0.5246,USER,10,7086f19b8538427298d19fca51447521.csv,sentence-bert
7086f19b8538427298d19fca51447521.csv,4,""",
    ""Patience is crucial as every step and detour teaches valuable lessons, with the dream rooted in love, resilience, and empathy",Patience.,0.5662,USER,18,7086f19b8538427298d19fca51447521.csv,sentence-bert
7086f19b8538427298d19fca51447521.csv,5,""",
    ""The vision is communal, involving collaboration and collective action to create pathways and a sense of belonging for others","Those moments of collaboration have reinforced the idea that this dream, while deeply personal, is also communal—it belongs to everyone who believes in a better future.",0.6605,API,35,7086f19b8538427298d19fca51447521.csv,sentence-bert
6e0b5951a39a42cbbbbd0457ba0ac149.csv,1,"```json
[
    ""Technology significantly changed my life, starting with my first smartphone",It all started when I got my first smartphone.,0.5059,API,1,6e0b5951a39a42cbbbbd0457ba0ac149.csv,sentence-bert
6e0b5951a39a42cbbbbd0457ba0ac149.csv,2,""",
    ""Social media expanded my social circle and sparked an interest in photography","I could share updates and photos instantly, which felt like a new way of expressing myself creatively.
My first interaction with Instagram made me love taking photos of everything around me.",0.6201,USER_AND_API,5,6e0b5951a39a42cbbbbd0457ba0ac149.csv,sentence-bert
6e0b5951a39a42cbbbbd0457ba0ac149.csv,3,""",
    ""Excessive phone use led to less sleep and difficulty in face-to-face interactions","There were countless times when I would feel the urge to reach for my phone out of habit, only to remind myself of the commitment I'd made.",0.5286,API,18,6e0b5951a39a42cbbbbd0457ba0ac149.csv,sentence-bert
6e0b5951a39a42cbbbbd0457ba0ac149.csv,4,""",
    ""Conscious attention and reducing notifications helped regain control over technology use","Because of these little adjustments, I got my attention back.
 But the journey to regaining control over my technology use wasn't straightforward.",0.6282,USER_AND_API,17,6e0b5951a39a42cbbbbd0457ba0ac149.csv,sentence-bert
6e0b5951a39a42cbbbbd0457ba0ac149.csv,5,""",
    ""A balanced relationship with technology requires awareness and effort","I’m trying to understand it better, but I believe a good relationship with tech can exist.",0.5937,USER,20,6e0b5951a39a42cbbbbd0457ba0ac149.csv,sentence-bert
41aadad5af2047de8329643ca09b7b3d.csv,1,"```json
[
    ""The author has a deep passion for helping others, which led them into medicine",it's what led me into medicine.,0.4218,USER,3,41aadad5af2047de8329643ca09b7b3d.csv,sentence-bert
41aadad5af2047de8329643ca09b7b3d.csv,2,""",
    ""They discovered travel entrepreneurship and the concept of wellness retreats as a way to combine their medical expertise with their love for travel","Wellness retreats could be the perfect fusion of my medical expertise and my love for travel, offering people a holistic approach to healing and well-being.",0.7388,API,13,41aadad5af2047de8329643ca09b7b3d.csv,sentence-bert
41aadad5af2047de8329643ca09b7b3d.csv,3,""",
    ""Wellness retreats offer a holistic approach to healing, merging medicine and travel","Wellness retreats could be the perfect fusion of my medical expertise and my love for travel, offering people a holistic approach to healing and well-being.",0.8962,API,13,41aadad5af2047de8329643ca09b7b3d.csv,sentence-bert
41aadad5af2047de8329643ca09b7b3d.csv,4,""",
    ""Balancing work, family, and a new business venture is challenging but fuels the author's determination","Balancing work, school, family and this business can feel like juggling fire while walking a tightrope.
 Yet, every morning, I wake up with a renewed sense of determination, fueled by the vision of what I hope to achieve.",0.5357,USER_AND_API,17,41aadad5af2047de8329643ca09b7b3d.csv,sentence-bert
41aadad5af2047de8329643ca09b7b3d.csv,5,""",
    ""The dream of creating wellness retreats represents financial freedom and a life beyond current limitations","Wellness retreats could be the perfect fusion of my medical expertise and my love for travel, offering people a holistic approach to healing and well-being.",0.7394,API,13,41aadad5af2047de8329643ca09b7b3d.csv,sentence-bert
5522329afb23477fb4d99efe68f8862b.csv,1,""",
    ""Smartphones have become deeply integrated into daily routines, influencing habits and behaviors significantly","As time went on, I realized that my smartphone was not just a tool but an ingrained part of my daily routine, dictating my habits and behaviors more than I had anticipated.",0.827,API,11,5522329afb23477fb4d99efe68f8862b.csv,sentence-bert
5522329afb23477fb4d99efe68f8862b.csv,2,"```json
[
    ""Smartphones offer unprecedented connectivity and convenience, allowing users to stay in touch with loved ones and access information easily","I was amazed by how easily I could connect with friends, access information, and entertain.

My life My life quickly became intertwined with this little device, as it seemed to provide endless possibilities at my fingertips.",0.5324,USER_AND_API,2,5522329afb23477fb4d99efe68f8862b.csv,sentence-bert
5522329afb23477fb4d99efe68f8862b.csv,3,""",
    ""The constant use of smartphones can negatively impact attention span, social interactions, and productivity due to frequent digital distractions","Tasks that required deep concentration became increasingly difficult to complete, as the allure of digital distractions grew stronger.",0.6052,API,9,5522329afb23477fb4d99efe68f8862b.csv,sentence-bert
5522329afb23477fb4d99efe68f8862b.csv,4,""",
    ""Productivity apps on smartphones can help users organize tasks, set reminders, and achieve personal development goals","Through these apps, I discovered a newfound sense of accomplishment in ticking off tasks and making progress towards personal development.",0.6371,API,15,5522329afb23477fb4d99efe68f8862b.csv,sentence-bert
5522329afb23477fb4d99efe68f8862b.csv,5,""",
    ""Reliance on smartphones may diminish independent problem-solving skills and creative thinking","However, this reliance also meant that I started losing some of my natural problem-solving skills.

Finally, I began to recognize that my dependence on technology was diminishing my ability to think independently and creatively.",0.6633,USER_AND_API,19,5522329afb23477fb4d99efe68f8862b.csv,sentence-bert
e664806e36564ca89520fd69a80beb1a.csv,1,"```json
[
    ""Standing up for personal beliefs requires courage, especially against societal and peer pressure","It takes courage to stand up for what you believe in even in the face of pressure from society, family and friends.",0.6145,USER,0,e664806e36564ca89520fd69a80beb1a.csv,sentence-bert
e664806e36564ca89520fd69a80beb1a.csv,2,""",
    ""The author believed women should not officiate men's basketball games due to safety and fairness concerns","For me, there was a time at work where I felt it wasn't right that women should officiate men's basketball games.",0.761,USER,2,e664806e36564ca89520fd69a80beb1a.csv,sentence-bert
e664806e36564ca89520fd69a80beb1a.csv,3,""",
    ""Despite initial resistance, the author implemented a policy allowing women to officiate youth leagues","I implemented a policy allowing women to officiate in youth leagues, believing that this was an appropriate step toward inclusivity while maintaining safety.",0.8481,API,14,e664806e36564ca89520fd69a80beb1a.csv,sentence-bert
e664806e36564ca89520fd69a80beb1a.csv,4,""",
    ""The decision sparked debate but was ultimately accepted, proving less controversial than expected","To my surprise, the decision sparked an intense debate among staff and parents alike, with some vehemently supporting it, a few questioning it but I felt overall most people were understanding or didn't really see it as an issue.",0.5795,USER_AND_API,15,e664806e36564ca89520fd69a80beb1a.csv,sentence-bert
e664806e36564ca89520fd69a80beb1a.csv,5,""",
    ""Social media can amplify perceived issues, but practical outcomes often matter more to people","This is where social media makes things seem to be a bigger issue when in fact, most people aren't that worried about it.",0.6393,USER,20,e664806e36564ca89520fd69a80beb1a.csv,sentence-bert
ba2fb5ac4f7c49329aac1a02beb8f56f.csv,1,"```json
[
    ""The dream of becoming a teacher is driven by a passion for helping others and sharing knowledge","Being a teacher isn't just about imparting knowledge; it's about making a difference in the lives of students, shaping their futures, and inspiring them to believe in themselves.",0.4864,API,23,ba2fb5ac4f7c49329aac1a02beb8f56f.csv,sentence-bert
ba2fb5ac4f7c49329aac1a02beb8f56f.csv,2,""",
    ""Perseverance and overcoming setbacks are essential to achieving the goal of becoming a teacher","The path to becoming a teacher isn't easy, and the fear of failure often looms large in my mind.",0.6508,API,6,ba2fb5ac4f7c49329aac1a02beb8f56f.csv,sentence-bert
ba2fb5ac4f7c49329aac1a02beb8f56f.csv,3,""",
    ""Learning from current teachers and reflecting on the desired teaching style helps maintain focus","Being a teacher isn't just about imparting knowledge; it's about making a difference in the lives of students, shaping their futures, and inspiring them to believe in themselves.",0.5857,API,23,ba2fb5ac4f7c49329aac1a02beb8f56f.csv,sentence-bert
ba2fb5ac4f7c49329aac1a02beb8f56f.csv,4,""",
    ""The aspiration to create a supportive and inspiring classroom environment motivates continued effort","I picture myself creating an environment where each student feels valued, heard, and understood—a place where their unique talents can flourish.",0.512,API,28,ba2fb5ac4f7c49329aac1a02beb8f56f.csv,sentence-bert
ba2fb5ac4f7c49329aac1a02beb8f56f.csv,5,""",
    ""Dedication, hard work, and support from family and friends are crucial in pursuing the teaching dream","The path to becoming a teacher isn't easy, and the fear of failure often looms large in my mind.",0.5707,API,6,ba2fb5ac4f7c49329aac1a02beb8f56f.csv,sentence-bert
9881a34b5dce45bcb93d9913bf050867.csv,1,""",
    ""Balancing personal well-being with the care of aging parents is a significant challenge","Now that I've finally attained financial independence through my job, I find myself in a new phase of life where personal challenges and the responsibilities of aging parents weigh heavily on my mind.",0.701,USER_AND_API,1,9881a34b5dce45bcb93d9913bf050867.csv,sentence-bert
9881a34b5dce45bcb93d9913bf050867.csv,2,"```json
[
    ""Financial independence raises new questions about life priorities and responsibilities","Financial independence has given me the luxury of choice, yet it also comes with the responsibility to make choices that align with my values and long-term.",0.5541,USER_AND_API,16,9881a34b5dce45bcb93d9913bf050867.csv,sentence-bert
9881a34b5dce45bcb93d9913bf050867.csv,3,""",
    ""Pursuing passions like making video games is appealing but raises concerns about career re-entry","One of those passions is making video games, a hobby that has always brought me immense joy and satisfaction.",0.6331,API,5,9881a34b5dce45bcb93d9913bf050867.csv,sentence-bert
9881a34b5dce45bcb93d9913bf050867.csv,4,""",
    ""The decision to leave the workforce involves weighing professional structure against personal fulfillment","Balancing this responsibility with my own well-being is no easy task, and it often leaves me contemplating the possibility of leaving the workforce.",0.6466,USER_AND_API,3,9881a34b5dce45bcb93d9913bf050867.csv,sentence-bert
9881a34b5dce45bcb93d9913bf050867.csv,5,""",
    ""Redefining success involves integrating personal growth, creativity, and family responsibilities","This could be an opportunity to redefine success beyond the confines of a traditional career path, embracing a holistic approach to life that integrates personal growth and creativity for myself This is anew opportunity to focus on what truly matters, beyond the constraints of a corporate job.",0.6192,USER_AND_API,18,9881a34b5dce45bcb93d9913bf050867.csv,sentence-bert
85e2c8cc775e4b1c99e28ecdec8db933.csv,1,"```json
[
    ""The author is transitioning from a successful career to focus on video game development and family responsibilities","I want to focus on my hobby for making video games as this will allow me  more free time to attend to my aging parents, my family and personal issues.",0.4943,USER,1,85e2c8cc775e4b1c99e28ecdec8db933.csv,sentence-bert
85e2c8cc775e4b1c99e28ecdec8db933.csv,2,""",
    ""They plan to balance personal fulfillment with professional obligations by setting up a home office for game development","I'm considering setting up a home office dedicated to game development, where I can immerse myself in creativity while still being available for any family emergencies.
Besides proper planning and setting up a home office, there are other important things that i need to do as well.",0.6816,USER_AND_API,6,85e2c8cc775e4b1c99e28ecdec8db933.csv,sentence-bert
85e2c8cc775e4b1c99e28ecdec8db933.csv,3,""",
    ""The author intends to discuss their transition plans with their wife and enroll in an online refresher course on video game development","Secondly, i need to enroll for an online refresher class on video game development.",0.681,USER,9,85e2c8cc775e4b1c99e28ecdec8db933.csv,sentence-bert
85e2c8cc775e4b1c99e28ecdec8db933.csv,4,""",
    ""A one-month notice will be given to their current employer once they are ready to pursue their hobby full-time",The policy at my current  work place requires me to give a one month notice.,0.6961,USER,12,85e2c8cc775e4b1c99e28ecdec8db933.csv,sentence-bert
85e2c8cc775e4b1c99e28ecdec8db933.csv,5,""",
    ""The author is excited about the prospect of integrating their passions with family life, despite anticipating challenges",The prospect of waking up every morning with the freedom to create worlds in video games while having the flexibility to support my elderly parents.,0.4557,USER_AND_API,14,85e2c8cc775e4b1c99e28ecdec8db933.csv,sentence-bert
cbe893c894884bf3b577ed0c48d9e43a.csv,1,"```json
[
    ""Roller skating is a deeply personal and meaningful hobby for the narrator, providing joy and a sense of freedom",Roller skating has been more than just a hobby for me.,0.6376,USER_AND_API,4,cbe893c894884bf3b577ed0c48d9e43a.csv,sentence-bert
cbe893c894884bf3b577ed0c48d9e43a.csv,2,""",
    ""The narrator feels judged by others who perceive roller skating as childish or unprofessional","Despite knowing how crucial roller skating has been in my life, I still face judgment from others who see it as childish or attaching an age limit to it.",0.7515,USER_AND_API,13,cbe893c894884bf3b577ed0c48d9e43a.csv,sentence-bert
cbe893c894884bf3b577ed0c48d9e43a.csv,3,""",
    ""Roller skating has been a lifelong passion, offering an escape from life's pressures and even saving the narrator's life once",Skating became an expression of freedom and creativity—a way for me to escape from the pressures of life in the literal meaning.,0.7126,USER_AND_API,8,cbe893c894884bf3b577ed0c48d9e43a.csv,sentence-bert
cbe893c894884bf3b577ed0c48d9e43a.csv,4,""",
    ""The narrator chooses to express the value of skating through action rather than confrontation, emphasizing its ageless nature",I am not going to let external opinions affect who I am and what skating means to me.,0.6176,USER,21,cbe893c894884bf3b577ed0c48d9e43a.csv,sentence-bert
cbe893c894884bf3b577ed0c48d9e43a.csv,5,""",
    ""Hobbies and passions are personal, and individuals should embrace what brings them happiness despite external judgments","It seems that society often forgets that hobbies and passions are deeply personal, and what may seem trivial to one person can hold profound meaning for someone else.",0.7955,API,23,cbe893c894884bf3b577ed0c48d9e43a.csv,sentence-bert
404584fca7644259b171a932c5fd397c.csv,1,"```json
[
    ""Achieving financial independence allows choices based on personal satisfaction rather than necessity","having achieved financial independence  through my job, I find myself in a unique position where I can make choices based on personal satisfaction rather than financial necessity.",0.6355,USER_AND_API,0,404584fca7644259b171a932c5fd397c.csv,sentence-bert
404584fca7644259b171a932c5fd397c.csv,2,""",
    ""Balancing family care and personal challenges is crucial, with a focus on supporting aging parents","My parents are aging, and their need for support has become more pronounced over the years.",0.658,API,4,404584fca7644259b171a932c5fd397c.csv,sentence-bert
404584fca7644259b171a932c5fd397c.csv,3,""",
    ""Exploring video game development as a creative outlet and potential income source","Apart from being a hobby, video games when monetized well can be a viable source of income, allowing me to maintain a level of  security without the pressures of a traditional job.",0.7014,USER_AND_API,11,404584fca7644259b171a932c5fd397c.csv,sentence-bert
404584fca7644259b171a932c5fd397c.csv,4,""",
    ""Leaving the workforce offers time to pursue interests and passions deeply","While the idea of leaving my career behind is daunting, I recognize that stepping away from the workforce may grant me the time and space to explore my interests and passions more deeply.",0.8384,API,8,404584fca7644259b171a932c5fd397c.csv,sentence-bert
404584fca7644259b171a932c5fd397c.csv,5,""",
    ""Skills and experience in tech provide a foundation for potential reintegration into the industry","Skills in the tech industry are often transferable, and staying engaged with my hobby of game development would help me remain relevant and up-to-date with industry trends.",0.6635,API,16,404584fca7644259b171a932c5fd397c.csv,sentence-bert
615fe44d5a6c40baaa9c9249c9936e3a.csv,1,""",
    ""The joy of seeing players engage with a game is a significant reward for game developers","But it’s the judgmental glances, the flippant comments, that stick with you longer than they should.
Still, I wouldn’t trade my path for anything.- The joy of launching a game and seeing players engage with something I helped bring to life is indescribable.
It’s more than a job—it’s a way to tell stories, solve problems, and be endlessly creative.",0.5341,USER,12,615fe44d5a6c40baaa9c9249c9936e3a.csv,sentence-bert
615fe44d5a6c40baaa9c9249c9936e3a.csv,2,"```json
[
    ""Game development involves designing systems, writing code, and collaborating with artists and writers","I wrote little comic books, built imaginary worlds with LEGO, and later, experimented with simple game-making tools like RPG Maker.",0.5058,USER,6,615fe44d5a6c40baaa9c9249c9936e3a.csv,sentence-bert
615fe44d5a6c40baaa9c9249c9936e3a.csv,3,""",
    ""The passion for creating and storytelling drives a career in game development, not just playing games","It stung more than I thought it would, and I couldn’t shake the feeling that my work was being trivialized.
It’s funny how a single assumption can erase all the effort you’ve put into something.
- I didn’t get into game development because I wanted to play; I got into it because I wanted to create.
As a kid, I was obsessed with storytelling.",0.6396,USER,5,615fe44d5a6c40baaa9c9249c9936e3a.csv,sentence-bert
615fe44d5a6c40baaa9c9249c9936e3a.csv,4,""",
    ""Stereotypes about jobs tied to 'fun' can trivialize the hard work and creativity involved","It’s about building something meaningful within it.
What frustrates me is how quickly people stereotype jobs tied to “fun.” If you say you’re a lawyer or a nurse, people immediately understand the value.",0.7136,USER,9,615fe44d5a6c40baaa9c9249c9936e3a.csv,sentence-bert
615fe44d5a6c40baaa9c9249c9936e3a.csv,5,""",
    ""Misunderstandings about one's work should be met with education rather than retreat","And for anyone out there who’s been judged for their work or passion, I just want to say: don’t let someone else’s misunderstanding diminish your purpose.
We all find meaning in different places.",0.5328,USER,13,615fe44d5a6c40baaa9c9249c9936e3a.csv,sentence-bert
99087eb4d9b04c5a81d0b259f56c4df9.csv,1,"```json
[
    ""The initial excitement of owning a smartphone was driven by its features and connectivity","The smartphone became an indispensable part of my daily routine, seamlessly integrating into every aspect of my life.

Everything was happiness  at first.",0.5915,USER_AND_API,6,99087eb4d9b04c5a81d0b259f56c4df9.csv,sentence-bert
99087eb4d9b04c5a81d0b259f56c4df9.csv,2,""",
    ""Over time, smartphone use shifted from convenience to a source of distraction and control","This habit slowly crept into other parts of my day, as I found myself reaching for my phone during meetings, meals, and even in the middle of conversations.",0.5441,API,11,99087eb4d9b04c5a81d0b259f56c4df9.csv,sentence-bert
99087eb4d9b04c5a81d0b259f56c4df9.csv,3,""",
    ""A pivotal moment occurred when technology interfered with real-world interactions, prompting self-reflection","Her disappointed tone cut through the haze of my digital distraction, making me realize that I had let technology overshadow the real-world connections that meant so much more.",0.5509,API,15,99087eb4d9b04c5a81d0b259f56c4df9.csv,sentence-bert
99087eb4d9b04c5a81d0b259f56c4df9.csv,4,""",
    ""Setting boundaries with technology use, such as tech-free zones, helped regain control and improve relationships","One of the first steps was creating tech-free zones in my home, such as the dining table and bedroom, where devices were not allowed.",0.6048,API,18,99087eb4d9b04c5a81d0b259f56c4df9.csv,sentence-bert
99087eb4d9b04c5a81d0b259f56c4df9.csv,5,""",
    ""Prioritizing human connections over screen time led to more meaningful and fulfilling interactions","By consciously limiting my screen time and prioritizing human connections, I gradually discovered the joys of being more present and attentive to those around me.",0.6147,API,20,99087eb4d9b04c5a81d0b259f56c4df9.csv,sentence-bert
02798ce9059241f49fa8b1d68cd8f406.csv,1,"```json
[
    ""The author's dream is to become a published author whose stories resonate globally","For me, that dream is becoming a published author, someone whose stories resonates with people across the world.",0.6252,USER,2,02798ce9059241f49fa8b1d68cd8f406.csv,sentence-bert
02798ce9059241f49fa8b1d68cd8f406.csv,2,""",
    ""Writing began as an escape and evolved into a serious pursuit with the goal of sharing stories with others","I've been writing for as long as I can remember, starting with short stories scribbled in my notebook during class, evolving into more complex narratives as I grew older.",0.6983,USER_AND_API,6,02798ce9059241f49fa8b1d68cd8f406.csv,sentence-bert
02798ce9059241f49fa8b1d68cd8f406.csv,3,""",
    ""The author has faced numerous rejections but views them as opportunities to improve and persevere","I learned to view rejection not as a failure, but as an opportunity to improve and hone my craft further.",0.5794,API,16,02798ce9059241f49fa8b1d68cd8f406.csv,sentence-bert
02798ce9059241f49fa8b1d68cd8f406.csv,4,""",
    ""Daily writing has become a sanctuary for creativity and exploration of different worlds","Writing has become my sanctuary, a place where I can explore different worlds and perspectives without leaving the comfort of my own home.",0.7623,API,18,02798ce9059241f49fa8b1d68cd8f406.csv,sentence-bert
02798ce9059241f49fa8b1d68cd8f406.csv,5,""",
    ""The author is motivated by the hope that their stories will inspire others, despite moments of doubt","what keeps me motivated  is the thought that my stories might one day inspire someone else, just as countless books have inspired me throughout my life.",0.6149,USER_AND_API,20,02798ce9059241f49fa8b1d68cd8f406.csv,sentence-bert
f2f5a3fa40e7481586f194f9f1697ae4.csv,1,"```json
[
    ""Balancing personal life and career becomes challenging as we or our parents age",We need to tend to things in our personal lives that come before our careers.,0.5601,USER,1,f2f5a3fa40e7481586f194f9f1697ae4.csv,sentence-bert
f2f5a3fa40e7481586f194f9f1697ae4.csv,2,""",
    ""Retirement is often more stressful than expected due to emotional and financial concerns",Some think getting older and closer to retirement age should be LESS of a burden on our emotional and financial stability.,0.7276,USER,7,f2f5a3fa40e7481586f194f9f1697ae4.csv,sentence-bert
f2f5a3fa40e7481586f194f9f1697ae4.csv,3,""",
    ""Caring for aging parents raises questions about time, energy, and financial resources",Do I have the time to devote to care for an aging parent?,0.6611,USER,16,f2f5a3fa40e7481586f194f9f1697ae4.csv,sentence-bert
f2f5a3fa40e7481586f194f9f1697ae4.csv,4,""",
    ""Guilt arises from juggling caregiving responsibilities and personal needs","We question whether we are doing enough for our loved ones, yet feel guilty about neglecting our own needs and passions.",0.6393,API,27,f2f5a3fa40e7481586f194f9f1697ae4.csv,sentence-bert
f2f5a3fa40e7481586f194f9f1697ae4.csv,5,""",
    ""Self-care is crucial to maintain well-being while managing caregiving duties","However, it's important to remember that taking care of ourselves is just as important, if not more, than taking care of someone else's needs.",0.6886,USER_AND_API,29,f2f5a3fa40e7481586f194f9f1697ae4.csv,sentence-bert
